34,3,驾驶这种机动车上路行驶的做法，是一种轻微的违规行为。,img-3,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
35,1,服用国家管制的精神药品可以短途驾驶机动车。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
36,1,饮酒后只要不影响驾驶操作可以短距离驾驶机动车。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,11.5%
37,0,"公安交通管理部门对驾驶人的交通违法行为除依法给予行政处罚外，实行下列哪种制度？",noimg,违法登记制度,奖励里程制度,强制报废制度,累积记分制度,3,道路交通安全法律、法规和规章,13.5%
38,0,道路交通安全违法行为累积记分的周期是多长时间？,noimg,12个月,24个月,3个月,6个月,0,道路交通安全法律、法规和规章,10%
39,0,公安机关交通管理部门对累积记分达到规定分值的驾驶人怎样处理？,noimg,处15日以下拘留,终生禁驾,进行法律法规教育，重新考试,依法追究刑事责任,2,道路交通安全法律、法规和规章,12%
40,0,驾驶人出现下列哪种情况，不得驾驶机动车？,noimg,记分达到10分,记分达到6分,驾驶证丢失、损毁,驾驶证接近有效期,2,道路交通安全法律、法规和规章,14%
41,1,驾驶人在驾驶证丢失后3个月内还可以驾驶机动车。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,6.5%
42,1,驾驶人持超过有效期的驾驶证可以在1年内驾驶机动车。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,4.5%
43,1,驾驶人的驾驶证损毁后不得驾驶机动车。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,5.5%
44,1,记分满12分的驾驶人拒不参加学习和考试的将被公告驾驶证停止使用。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,6.5%
45,1,驾驶人的机动车驾驶证被依法扣留、暂扣的情况下不得驾驶机动车。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,9.5%
46,2,前方路口这种信号灯亮表示什么意思？,img-4,准许通行,提醒注意,路口警示,禁止通行,3,道路交通安全法律、法规和规章,14.5%
47,2,前方路口这种信号灯亮表示什么意思？,img-5,加速左转,禁止右转,路口警示,加速直行,2,道路交通安全法律、法规和规章,13%
48,2,前方路口这种信号灯亮表示什么意思？,img-6,路口警示,禁止通行,提醒注意,准许通行,3,道路交通安全法律、法规和规章,9%
49,1,交通信号包括交通信号灯、交通标志、交通标线和交通警察的指挥。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,6.5%
50,1,交通标志和交通标线不属于交通信号。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,8.5%
51,1,交通信号灯由红灯、绿灯和黄灯组成。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,7.5%
52,1,道路交通标线分为指示标线、警告标线、禁止标线。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,8%
53,2,驾驶机动车在这种道路上如何通行？,img-7,在道路中间通行,在道路两边通行,实行分道通行,可随意通行,0,道路交通安全法律、法规和规章,14.5%
54,2,道路上划设这种标线的车道内允许下列哪类车辆通行？,img-8,公交车,私家车,出租车,公务用车,0,道路交通安全法律、法规和规章,13%
55,2,驾驶机动车在路口遇到这种情况如何行驶？,img-9,停车等待,遵守交通信号灯,靠右侧直行,可以向右转弯,0,道路交通安全法律、法规和规章,12.5%
56,2,有这种信号灯的路口允许机动车如何行驶？,img-10,向右转弯,停车等待,向左转弯,直行通过,0,道路交通安全法律、法规和规章,8%
57,2,遇到这种情况的路口怎样通过？,img-11,确认安全后通过,右转弯加速通过,加速直行通过,左转弯加速通过,0,道路交通安全法律、法规和规章,12%
58,2,这段道路红车所在车道是什么车道？,img-12,快速车道,慢速车道,应急车道,专用车道,0,道路交通安全法律、法规和规章,14.5%
59,0,机动车在道路上变更车道需要注意什么？,noimg,开启转向灯迅速向左转向,进入左侧车道时适当减速,不能影响其他车辆正常行驶,尽快加速进入左侧车道,2,道路交通安全法律、法规和规章,17.5%
60,3,在这种情况下可以借右侧公交车道超车。,img-13,正确,错误,null,null,1,道路交通安全法律、法规和规章,9.5%
61,1,在路口遇有交通信号灯和交通警察指挥不一致时，按照交通信号灯通行。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
62,3,在这种情况下可加速通过交叉路口。,img-14,正确,错误,null,null,1,道路交通安全法律、法规和规章,12%
63,3,在路口这个位置时可以加速通过路口。,img-15,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
64,1,驾驶机动车不能进入红色叉形灯或者红色箭头灯亮的车道。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,10.5%
65,3,在这段路的最高时速为每小时50公里。,img-16,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
66,3,这辆红色轿车变更车道的方法和路线是正确的。,img-17,正确,错误,null,null,1,道路交通安全法律、法规和规章,9.5%
67,0,驾驶机动车在道路上向左变更车道时如何使用灯光？,noimg,提前开启右转向灯,不用开启转向灯,提前开启左转向灯,提前开启近光灯,2,道路交通安全法律、法规和规章,12%
68,0,驾驶机动车在道路上靠路边停车过程中如何使用灯光？,noimg,开启危险报警闪光灯,提前开启右转向灯,变换使用远近光灯,不用指示灯提示,1,道路交通安全法律、法规和规章,10.5%
70,2,在这种天气条件下行车如何使用灯光？,img-19,使用远光灯,使用雾灯,不使用灯光,开启右转向灯,1,道路交通安全法律、法规和规章,13%
71,2,在这种雨天跟车行驶如何使用灯光？,img-20,使用雾灯,不能使用远光灯,不能使用近光灯,使用远光灯,1,道路交通安全法律、法规和规章,11%
72,2,在这种环境下通过路口如何使用灯光？,img-21,关闭远光灯,使用危险报警闪光灯,交替使用远近光灯,使用远光灯,2,道路交通安全法律、法规和规章,12.5%
73,2,在这种路段如何行驶？,img-22,占对方道路转弯,在弯道中心转弯,加速鸣喇叭通过,减速鸣喇叭示意,3,道路交通安全法律、法规和规章,9%
74,1,驾驶机动车在道路上超车时可以不使用转向灯。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,9%
75,1,驾驶机动车在道路上超车完毕驶回原车道时开启右转向灯。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,11%
76,1,驾驶机动车在道路上掉头时提前开启左转向灯。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,7%
77,1,驾驶机动车在道路上向右变更车道可以不使用转向灯。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
78,1,驾驶机动车在沙尘天气条件下行车不用开启前照灯、示廓灯和后位灯。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
79,3,在这种环境里行车使用近光灯。,img-23,正确,错误,null,null,0,道路交通安全法律、法规和规章,8%
80,1,驾驶机动车在雾天行车开启雾灯和危险报警闪光灯。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,8.5%
81,3,在这种急弯道路上行车应交替使用远近光灯。,img-24,正确,错误,null,null,0,道路交通安全法律、法规和规章,8%
82,1,夜间驾驶机动车通过人行横道时需要交替使用远近光灯。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,7%
83,1,"驾驶机动车上坡时，在将要到达坡道顶端时要加速并鸣喇叭。",noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,12%
84,0,下列哪种行为会受到200元以上2000元以下罚款，并处吊销机动车驾驶证？,noimg,违反道路通行规定,超过规定时速50%,造成交通事故后逃逸,驾车没带驾驶证,1,道路交通安全法律、法规和规章,15%
85,2,在这条高速公路上行驶时的最高速度不能超过多少？,img-25,110公里/小时,120公里/小时,90公里 /小时,100公里/小时,0,道路交通安全法律、法规和规章,12%
86,2,在这段城市道路上行驶的最高速度不能超过多少？,img-26,40公里/小时,30公里/小时,50公里/小时,70公里/小时,1,道路交通安全法律、法规和规章,13%
87,2,在这条公路上行驶的最高速度不能超过多少？,img-27,70公里/小时,50公里/小时,40公里/小时,30公里/小时,2,道路交通安全法律、法规和规章,12%
88,2,在这条城市道路上行驶的最高速度不能超过多少？,img-28,30公里/小时,40公里/小时,50公里/小时,70公里/小时,2,道路交通安全法律、法规和规章,10.5%
89,2,在这条公路上行驶的最高速度不能超过多少？,img-29,30公里/小时,40公里/小时,50公里/小时,70公里/小时,3,道路交通安全法律、法规和规章,13.5%
90,2,在这个弯道上行驶时的最高速度不能超过多少？,img-30,40公里/小时,30公里/小时,50公里/小时,70公里/小时,1,道路交通安全法律、法规和规章,15.5%
91,0,驾驶机动车遇到沙尘、冰雹、雨、雾、结冰等气象条件如何行驶？,noimg,按平常速度行驶,保持匀速行驶,适当提高车速,降低行驶速度,3,道路交通安全法律、法规和规章,14%
92,0,驾驶机动车遇雾、雨、雪等能见度在50米以内时，最高速度不能超过多少？,noimg,70公里/小时,50公里/小时,40公里/小时,30公里/小时,3,道路交通安全法律、法规和规章,15.5%
93,0,驾驶机动车在进出非机动车道时，最高速度不能超过多少？,noimg,40公里/小时,50公里/小时,60公里/小时,30公里/小时,3,道路交通安全法律、法规和规章,11%
94,0,驾驶机动车通过铁路道口时，最高速度不能超过多少？,noimg,15公里/小时,20公里/小时,30公里/小时,40公里/小时,2,道路交通安全法律、法规和规章,7.5%
95,0,驾驶机动车通过急弯路时，最高速度不能超过多少？,noimg,20公里/小时,30公里/小时,40公里/小时,50公里/小时,1,道路交通安全法律、法规和规章,17.5%
96,0,驾驶机动车通过窄路、窄桥时，最高速度不能超过多少？,noimg,50公里/小时,40公里/小时,30公里/小时,60公里/小时,2,道路交通安全法律、法规和规章,9%
97,0,驾驶机动车下陡坡、转弯、掉头时，最高速度不能超过多少？,noimg,50公里/小时,60公里/小时,30公里/小时,40公里/小时,2,道路交通安全法律、法规和规章,6.5%
98,0,驾驶机动车在冰雪道路行驶时，最高速度不能超过多少？,noimg,50公里/小时,40公里/小时,30公里/小时,20公里/小时,2,道路交通安全法律、法规和规章,12%
99,0,驾驶机动车在泥泞道路行驶时，最高速度不能超过多少？,noimg,15公里/小时,20公里/小时,40公里/小时,30公里/小时,3,道路交通安全法律、法规和规章,16%
100,1,"驾驶机动车上道路行驶，不允许超过限速标志标明的最高时速。",noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,9.5%
101,1,驾驶机动车在没有中心线的城市道路上，最高速度不能超过每小时50公里。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,12.5%
102,1,驾驶机动车在没有中心线的公路上，最高速度不能超过每小时70公里。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,11.5%
103,3,车在这种条件的道路上，最高速度不能超过每小时50公里。,img-31,正确,错误,null,null,1,道路交通安全法律、法规和规章,6.5%
104,1,驾驶机动车掉头、转弯、下陡坡时的最高速度不能超过每小时40公里。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,8.5%
105,1,驾驶机动车通过窄路、窄桥时的最高速度不能超过每小时30公里。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,8%
106,2,这两辆车发生追尾的主要原因是什么？,img-32,前车采取制动时没看后视镜,前车采取制动过急,后车超车时距离前车太近,后车未与前车保持安全距离,3,道路交通安全法律、法规和规章,14%
107,0,驾驶机动车在下列哪种情形下不能超越前车？,noimg,前车减速让行,前车正在左转弯,前车靠边停车,前车正在右转弯,1,道路交通安全法律、法规和规章,11%
108,0,在没有中心线的道路上发现后车发出超车信号时，如果条件许可如何行驶？,noimg,保持原状态行驶,加速行驶,降速靠右让路,迅速停车让行,2,道路交通安全法律、法规和规章,12%
109,2,这种情况超车时，从前车的哪一侧超越？,img-33,左右两侧均可超越,从前车的右侧超越,从前车的左侧超越,从无障碍一侧超越,2,道路交通安全法律、法规和规章,14%
110,0,同车道行驶的车辆遇前车有下列哪种情形时不得超车？,noimg,减速让行,正常行驶,正在超车,正在停车,2,道路交通安全法律、法规和规章,14.5%
111,0,同车道行驶的车辆遇前车有下列哪种情形时不得超车？,noimg,正在停车,减速让行,正在掉头,正常行驶,2,道路交通安全法律、法规和规章,15%
112,0,同车道行驶的车辆前方遇到下列哪种车辆不得超车？,noimg,城市公交车,大型客车,超载大型货车,执行任务的警车,3,道路交通安全法律、法规和规章,19.5%
113,0,同车道行驶的车辆前方遇到下列哪种车辆不得超车？,noimg,大型客车,超载大型货车,执行任务的救护车,小型货车,2,道路交通安全法律、法规和规章,13.5%
114,0,同车道行驶的车辆前方遇到下列哪种车辆不得超车？,noimg,执行任务的消防车,大型客车,中型客车,超载大型货车,0,道路交通安全法律、法规和规章,13.5%
115,0,驾驶机动车行经市区下列哪种道路时不得超车？,noimg,主要街道,单向行驶路段,交通流量大的路段,单向两条行车道,2,道路交通安全法律、法规和规章,15%
116,0,驾驶机动车行经下列哪种路段不得超车？,noimg,主要街道,高架路,人行横道,环城高速,2,道路交通安全法律、法规和规章,11%
117,0,驾驶机动车行经下列哪种路段时不得超车？,noimg,高架路,交叉路口,中心街道,环城高速,1,道路交通安全法律、法规和规章,13%
118,0,驾驶机动车在下列哪种路段不得超车？,noimg,山区道路,城市高架路,城市快速路,窄桥、弯道,3,道路交通安全法律、法规和规章,11%
119,0,驾驶机动车在夜间超车时怎样使用灯光？,noimg,关闭前大灯,开启远光灯,开启雾灯,变换远、近光灯,3,道路交通安全法律、法规和规章,10.5%
120,3,遇到这种情况不能超车。,img-34,正确,错误,null,null,0,道路交通安全法律、法规和规章,9%
121,1,驾驶机动车超车应该提前开启左转向灯、变换使用远近光灯或鸣喇叭。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,9.5%
122,1,驾驶机动车超车后立即开启右转向灯驶回原车道。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,6%
123,3,在道路上遇到这种情况可以从两侧超车。,img-35,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
124,3,在这种的情况下可以加速超车。,img-36,正确,错误,null,null,1,道路交通安全法律、法规和规章,10.5%
125,3,遇到这种情况下可以从右侧超车。,img-37,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
126,1,驾驶机动车行经城市没有列车通过的铁路道口时允许超车。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,7.5%
127,1,驾驶机动车在隧道、陡坡等特殊路段不得超车。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,11%
128,2,遇到这种情形怎样行驶？,img-38,停车让对方车辆通过,开启左转向灯向左行驶,开前照灯告知对方让行,加速超越障碍后会车,0,道路交通安全法律、法规和规章,13%
129,0,驾驶机动车在没有道路中心线的狭窄山路怎样会车？,noimg,不靠山体的一方先行,靠山体的一方先行,重车让空车先行,速度慢的先行,0,道路交通安全法律、法规和规章,10.5%
130,0,夜间在道路上会车时，距离对向来车多远将远光灯改用近光灯？,noimg,100米以内,50米以内,200米以外,150米以外,3,道路交通安全法律、法规和规章,13%
131,0,驾驶机动车在没有中心线的道路上遇相对方向来车时怎样行驶？,noimg,紧靠路边行驶,靠路中心行驶,减速靠右行驶,借非机动车道行驶,2,道路交通安全法律、法规和规章,11%
132,0,夜间驾驶机动车在窄路、窄桥会车怎样使用灯光？,noimg,关闭所有灯光,开启近光灯,关闭前照灯,开启远光灯,1,道路交通安全法律、法规和规章,12.5%
133,3,遇到这种情况可以优先通行。,img-39,正确,错误,null,null,0,道路交通安全法律、法规和规章,9%
134,3,未上坡的车辆遇到这种情况让对向下坡车先行。,img-40,正确,错误,null,null,0,道路交通安全法律、法规和规章,12.5%
135,1,夜间驾驶机动车在窄路、窄桥会车时正确的做法是使用远光灯。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,8.5%
136,2,如何通过这种交叉路口？,img-41,保持速度通过,鸣笛催促,减速慢行,加速通过,2,道路交通安全法律、法规和规章,9.5%
137,2,怎样通过这样的路口？,img-42,不减速通过,加速尽快通过,减速或停车观察,紧随前车通过,2,道路交通安全法律、法规和规章,11.5%
138,2,在这个路口左转弯选择哪条车道？,img-43,最左侧车道,中间车道,不用变道,最右侧车道,0,道路交通安全法律、法规和规章,15%
139,2,在这个路口怎样左转弯？,img-44,靠路口中心点右侧转弯,靠路口中心点左侧转弯,骑路口中心点转弯,不能左转弯,1,道路交通安全法律、法规和规章,10%
140,2,进入这个路口如何通行？,img-45,鸣喇叭直接进入路口,让已在路口内的车辆先行,从路口内车辆前迅速插入,开启危险报警闪光灯加速进入,1,道路交通安全法律、法规和规章,16%
141,0,在路口右转弯遇同车道前车等候放行信号时如何行驶？,noimg,依次停车等候,鸣喇叭让前车让路,从右侧占道转弯,从前车左侧转弯,0,道路交通安全法律、法规和规章,13.5%
142,2,在这个路口右转弯如何通行？,img-46,直接向右转弯,抢在对面车前右转弯,鸣喇叭催促,先让对面车左转弯,3,道路交通安全法律、法规和规章,13.5%
143,2,"在路口直行时，遇这种情形如何通行？",img-47,开启危险报警闪光灯通行,直接加速直行通过,让右方道路车辆先行,让左方道路车辆先行,2,道路交通安全法律、法规和规章,11%
144,2,在路口遇这种情形怎样通行？,img-48,鸣喇叭告知让行,直接加速转弯,减速缓慢转弯,让左方来车先行,3,道路交通安全法律、法规和规章,16%
145,0,驾驶机动车通过没有交通信号的交叉路口怎样行驶？,noimg,减速慢行,加速通过,大型车先行,左侧车辆先行,0,道路交通安全法律、法规和规章,14%
146,0,驾驶机动车通过没有交通信号和管理人员的铁路道口怎样通过？,noimg,适当减速通过,空挡滑行通过,停车确认安全后通过,加速尽快通过,2,道路交通安全法律、法规和规章,11%
147,1,驾驶机动车通过交叉路口要遵守交通信号。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,14.5%
148,1,驾驶机动车在没有交通信号的路口要尽快通过。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,9%
149,3,在这种情况的铁路道口要加速通过。,img-49,正确,错误,null,null,1,道路交通安全法律、法规和规章,14%
150,3,行至这种情况的铁路道口要停车观察。,img-50,正确,错误,null,null,0,道路交通安全法律、法规和规章,6.5%
151,3,在这种情况的交叉路口转弯要让直行车先行。,img-51,正确,错误,null,null,0,道路交通安全法律、法规和规章,10%
152,3,在交叉路口遇到这种情况享有优先通行权。,img-52,正确,错误,null,null,0,道路交通安全法律、法规和规章,7.5%
153,3,在交叉路口遇到这种情况享有优先通行权。,img-53,正确,错误,null,null,1,道路交通安全法律、法规和规章,7.5%
154,2,遇有这种排队等候的情形怎么做？,img-54,从左侧跨越实线超越,从两侧随意超越,依次排队等候,从右侧借道超越,2,道路交通安全法律、法规和规章,11.5%
155,2,遇到前方车辆缓慢行驶时怎样行驶？,img-55,依次排队行驶,占对向车道超越,从右侧借道超越,从两侧随意超越,0,道路交通安全法律、法规和规章,10%
156,2,在路口遇到这种情形时怎样做？,img-56,停在网状线区域内等待,停在路口以外等待,跟随前车通过路口,停在路口内等待,1,道路交通安全法律、法规和规章,14.5%
157,0,驾驶机动车在车道减少的路口，遇到前方车辆依次停车或缓慢行驶时怎么办？,noimg,从前车右侧路肩进入路口,从有空隙一侧进入路口,每车道一辆依次交替驶入路口,向左变道穿插进入路口,2,道路交通安全法律、法规和规章,12%
158,0,驾驶机动车遇到前方车辆停车排队等候或缓慢行驶时怎么办？,noimg,可借道超车,占用对面车道,依次行驶,穿插等候的车辆,2,道路交通安全法律、法规和规章,11.5%
159,0,驾驶机动车遇有前方交叉路口交通阻塞时怎么办？,noimg,可借对向车道通过,依次停在路口外等候,从前车两侧穿插通过,进入路口内等候,1,道路交通安全法律、法规和规章,13%
160,1,驾驶机动车在没有交通信号的路口遇到前方车辆缓慢行驶时要依次交替通行。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,6%
161,3,遇到这种情况时，要加速从红车前变更车道。,img-57,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
162,3,在交叉路口遇到这种情况时，要在红灯亮以前加速通过路口。,img-58,正确,错误,null,null,1,道路交通安全法律、法规和规章,10%
163,3,遇到这种情况的路段，可以进入网状线区域内停车等候。,img-59,正确,错误,null,null,1,道路交通安全法律、法规和规章,11.5%
164,3,这辆小轿车不能在这个位置停车。,img-60,正确,错误,null,null,0,道路交通安全法律、法规和规章,8.5%
165,2,驾驶机动车遇到这种桥时首先怎样办？,img-61,保持匀速通过,尽快加速通过,停车察明水情,低速缓慢通过,2,道路交通安全法律、法规和规章,13.5%
166,1,驾驶机动车通过漫水路时要加速行驶。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,6%
167,1,驾驶机动车遇到漫水桥时要察明水情确认安全后再低速通过。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,11.5%
168,2,遇到这种情形时，应怎么办？,img-62,停车让行人先行,从行人前方绕行,鸣喇叭提醒行人,从行人后方绕行,0,道路交通安全法律、法规和规章,14%
169,3,行经这种交通标线的路段要加速行驶。,img-63,正确,错误,null,null,1,道路交通安全法律、法规和规章,10.5%
170,3,遇到这种情形时要停车避让行人。,img-64,正确,错误,null,null,0,道路交通安全法律、法规和规章,5%
171,2,在这种路口怎样进行掉头？,img-65,从中心线虚线处掉头,从右侧车道掉头,进入路口后掉头,在人行横道上掉头,0,道路交通安全法律、法规和规章,15.5%
172,2,遇到这种情况的路口，以下做法正确的是什么？,img-66,沿左侧车道掉头,该路口不能掉头,选择中间车道掉头,在路口内掉头,1,道路交通安全法律、法规和规章,9.5%
173,3,在这个路口可以掉头。,img-67,正确,错误,null,null,1,道路交通安全法律、法规和规章,11.5%
174,3,在这个路口不能掉头。,img-68,正确,错误,null,null,1,道路交通安全法律、法规和规章,8%
175,3,在这段道路上不能掉头。,img-69,正确,错误,null,null,0,道路交通安全法律、法规和规章,7%
176,1,驾驶机动车在铁路道口、桥梁、陡坡、隧道或者容易发生危险的路段不能掉头。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,9.5%
177,3,在这段道路上，只要不影响其他车辆通行的前提下可以掉头。,img-70,正确,错误,null,null,0,道路交通安全法律、法规和规章,9.5%
178,2,这位驾驶人违反法律规定的行为是什么？,img-71,没按规定握转向盘,座椅角度不对,没系安全带,驾驶姿势不正确,2,道路交通安全法律、法规和规章,9.5%
179,1,驾驶机动车在上道路行驶前驾驶人要按规定系好安全带。,noimg,正确,错误,null,null,0,道路交通安全法律、法规和规章,10.5%
180,1,机动车上路行驶时，前排乘车人可不系安全带。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,9.5%
181,1,机动车行驶中，车上少年儿童可不使用安全带。,noimg,正确,错误,null,null,1,道路交通安全法律、法规和规章,9.5%
